subject,actual_label,predicted_label,classified_by,Group,Accuracy
RJM10_edited,FG4,FG4,Cytoarchitecture,Children,100
RJM10_edited,FG2,FG2,Cytoarchitecture,Children,100
RJM10_edited,FG2,FG2,Cytoarchitecture,Children,100
RJM10_edited,FG3,FG3,Cytoarchitecture,Children,100
AyS10,FG4,FG4,Cytoarchitecture,Children,100
AyS10,FG4,FG4,Cytoarchitecture,Children,100
AyS10,FG4,FG4,Cytoarchitecture,Children,100
AyS10,FG3,FG3,Cytoarchitecture,Children,100
CGSA11_final,FG4,FG4,Cytoarchitecture,Children,100
CGSA11_final,FG4,FG4,Cytoarchitecture,Children,100
CGSA11_final,FG4,FG4,Cytoarchitecture,Children,100
CGSA11_final,FG2,FG2,Cytoarchitecture,Children,100
CGSA11_final,FG2,FG2,Cytoarchitecture,Children,100
CGSA11_final,FG3,FG3,Cytoarchitecture,Children,100
MFC11_final_edited,FG4,FG4,Cytoarchitecture,Children,100
MFC11_final_edited,FG4,FG4,Cytoarchitecture,Children,100
MFC11_final_edited,FG2,FG2,Cytoarchitecture,Children,100
MFC11_final_edited,FG2,FG4,Cytoarchitecture,Children,0
MFC11_final_edited,FG3,FG3,Cytoarchitecture,Children,100
JTE11_T1w1_final_edited,FG4,FG4,Cytoarchitecture,Children,100
JTE11_T1w1_final_edited,FG4,FG4,Cytoarchitecture,Children,100
JTE11_T1w1_final_edited,FG4,FG4,Cytoarchitecture,Children,100
JTE11_T1w1_final_edited,FG2,FG2,Cytoarchitecture,Children,100
JTE11_T1w1_final_edited,FG3,FG3,Cytoarchitecture,Children,100
JDB11_edited,FG4,FG4,Cytoarchitecture,Children,100
JDB11_edited,FG4,FG4,Cytoarchitecture,Children,100
JDB11_edited,FG4,FG4,Cytoarchitecture,Children,100
JDB11_edited,FG2,FG4,Cytoarchitecture,Children,0
JDB11_edited,FG2,FG4,Cytoarchitecture,Children,0
JDB11_edited,FG3,FG3,Cytoarchitecture,Children,100
LL11,FG4,FG4,Cytoarchitecture,Children,100
LL11,FG4,FG4,Cytoarchitecture,Children,100
LL11,FG2,FG2,Cytoarchitecture,Children,100
LL11,FG3,FG3,Cytoarchitecture,Children,100
CS11,FG4,FG4,Cytoarchitecture,Children,100
CS11,FG4,FG4,Cytoarchitecture,Children,100
CS11,FG4,FG4,Cytoarchitecture,Children,100
CS11,FG2,FG2,Cytoarchitecture,Children,100
CS11,FG2,FG2,Cytoarchitecture,Children,100
CS11,FG3,FG3,Cytoarchitecture,Children,100
OS12_fixed,FG4,FG4,Cytoarchitecture,Children,100
OS12_fixed,FG4,FG4,Cytoarchitecture,Children,100
OS12_fixed,FG2,FG4,Cytoarchitecture,Children,0
OS12_fixed,FG2,FG4,Cytoarchitecture,Children,0
OS12_fixed,FG3,FG3,Cytoarchitecture,Children,100
CLC06_edited,FG4,FG4,Cytoarchitecture,Children,100
CLC06_edited,FG4,FG4,Cytoarchitecture,Children,100
CLC06_edited,FG4,FG4,Cytoarchitecture,Children,100
CLC06_edited,FG2,FG2,Cytoarchitecture,Children,100
CLC06_edited,FG3,FG3,Cytoarchitecture,Children,100
RJ09,FG4,FG4,Cytoarchitecture,Children,100
RJ09,FG4,FG4,Cytoarchitecture,Children,100
RJ09,FG4,FG4,Cytoarchitecture,Children,100
ZCM05_T1w1_final_edited,face,body,Category,Children,0
ZCM05_T1w1_final_edited,body,word,Category,Children,0
ZCM05_T1w1_final_edited,place,place,Category,Children,100
MEC05_T1w1_Final2_edited,body,body,Category,Children,100
MEC05_T1w1_Final2_edited,face,face,Category,Children,100
MEC05_T1w1_Final2_edited,place,place,Category,Children,100
RHSA06_T1w1_final_edited,face,body,Category,Children,0
RHSA06_T1w1_final_edited,word,word,Category,Children,100
RHSA06_T1w1_final_edited,body,body,Category,Children,100
RHSA06_T1w1_final_edited,face,face,Category,Children,100
RHSA06_T1w1_final_edited,word,word,Category,Children,100
RHSA06_T1w1_final_edited,place,place,Category,Children,100
INW06_final_edited,face,body,Category,Children,0
INW06_final_edited,word,body,Category,Children,0
INW06_final_edited,body,body,Category,Children,100
INW06_final_edited,face,face,Category,Children,100
INW06_final_edited,word,word,Category,Children,100
INW06_final_edited,place,place,Category,Children,100
AlS07_edited,body,body,Category,Children,100
AlS07_edited,face,body,Category,Children,0
AlS07_edited,place,place,Category,Children,100
SDS07_T1w1_final_edited,word,face,Category,Children,0
SDS07_T1w1_final_edited,body,face,Category,Children,0
SDS07_T1w1_final_edited,word,face,Category,Children,0
SDS07_T1w1_final_edited,place,face,Category,Children,0
SM08_edited,face,body,Category,Children,0
SM08_edited,word,word,Category,Children,100
SM08_edited,body,body,Category,Children,100
SM08_edited,face,face,Category,Children,100
SM08_edited,word,face,Category,Children,0
SM08_edited,place,place,Category,Children,100
MDT09_T1w1_final_edited,face,body,Category,Children,0
MDT09_T1w1_final_edited,body,body,Category,Children,100
MDT09_T1w1_final_edited,face,face,Category,Children,100
MDT09_T1w1_final_edited,place,place,Category,Children,100
LEE09_T1w1_final_edited,face,body,Category,Children,0
LEE09_T1w1_final_edited,word,word,Category,Children,100
LEE09_T1w1_final_edited,body,word,Category,Children,0
LEE09_T1w1_final_edited,face,face,Category,Children,100
LEE09_T1w1_final_edited,word,word,Category,Children,100
LEE09_T1w1_final_edited,place,place,Category,Children,100
GEJA09_T1w1_final_edited,face,body,Category,Children,0
GEJA09_T1w1_final_edited,word,body,Category,Children,0
GEJA09_T1w1_final_edited,body,body,Category,Children,100
GEJA09_T1w1_final_edited,face,face,Category,Children,100
GEJA09_T1w1_final_edited,word,face,Category,Children,0
GEJA09_T1w1_final_edited,place,place,Category,Children,100
DAPA10_final_edited,body,word,Category,Children,0
DAPA10_final_edited,face,face,Category,Children,100
DAPA10_final_edited,place,place,Category,Children,100
AG10_T1w1_final_edited,face,body,Category,Children,0
AG10_T1w1_final_edited,word,body,Category,Children,0
AG10_T1w1_final_edited,body,body,Category,Children,100
AG10_T1w1_final_edited,word,word,Category,Children,100
AG10_T1w1_final_edited,place,place,Category,Children,100
STM10_T1w1_final_edited,face,body,Category,Children,0
STM10_T1w1_final_edited,word,body,Category,Children,0
STM10_T1w1_final_edited,body,body,Category,Children,100
STM10_T1w1_final_edited,face,face,Category,Children,100
STM10_T1w1_final_edited,place,place,Category,Children,100
SERA10_T1w1_final_edited,face,face,Category,Children,100
SERA10_T1w1_final_edited,word,word,Category,Children,100
SERA10_T1w1_final_edited,body,face,Category,Children,0
SERA10_T1w1_final_edited,face,word,Category,Children,0
SERA10_T1w1_final_edited,word,word,Category,Children,100
SERA10_T1w1_final_edited,place,place,Category,Children,100
KW10_edited,face,body,Category,Children,0
KW10_edited,word,body,Category,Children,0
KW10_edited,body,body,Category,Children,100
KW10_edited,face,word,Category,Children,0
KW10_edited,word,word,Category,Children,100
KW10_edited,place,place,Category,Children,100
NW10_edited,face,body,Category,Children,0
NW10_edited,body,body,Category,Children,100
NW10_edited,face,face,Category,Children,100
NW10_edited,place,place,Category,Children,100
RJM10_edited,face,face,Category,Children,100
RJM10_edited,word,word,Category,Children,100
RJM10_edited,body,face,Category,Children,0
RJM10_edited,face,face,Category,Children,100
RJM10_edited,word,face,Category,Children,0
RJM10_edited,place,place,Category,Children,100
AyS10,face,body,Category,Children,0
AyS10,word,body,Category,Children,0
AyS10,body,body,Category,Children,100
AyS10,place,place,Category,Children,100
CGSA11_final,face,body,Category,Children,0
CGSA11_final,word,body,Category,Children,0
CGSA11_final,body,word,Category,Children,0
CGSA11_final,face,word,Category,Children,0
CGSA11_final,word,word,Category,Children,100
CGSA11_final,place,place,Category,Children,100
MFC11_final_edited,word,face,Category,Children,0
MFC11_final_edited,body,body,Category,Children,100
MFC11_final_edited,face,face,Category,Children,100
MFC11_final_edited,word,face,Category,Children,0
MFC11_final_edited,place,place,Category,Children,100
JTE11_T1w1_final_edited,face,body,Category,Children,0
JTE11_T1w1_final_edited,word,face,Category,Children,0
JTE11_T1w1_final_edited,body,word,Category,Children,0
JTE11_T1w1_final_edited,face,word,Category,Children,0
JTE11_T1w1_final_edited,place,place,Category,Children,100
JDB11_edited,face,face,Category,Children,100
JDB11_edited,word,body,Category,Children,0
JDB11_edited,body,body,Category,Children,100
JDB11_edited,face,face,Category,Children,100
JDB11_edited,word,body,Category,Children,0
JDB11_edited,place,place,Category,Children,100
LL11,face,body,Category,Children,0
LL11,word,body,Category,Children,0
LL11,word,word,Category,Children,100
LL11,place,place,Category,Children,100
CS11,face,body,Category,Children,0
CS11,word,face,Category,Children,0
CS11,body,face,Category,Children,0
CS11,face,face,Category,Children,100
CS11,word,word,Category,Children,100
CS11,place,place,Category,Children,100
OS12_fixed,face,body,Category,Children,0
OS12_fixed,body,face,Category,Children,0
OS12_fixed,face,face,Category,Children,100
OS12_fixed,word,body,Category,Children,0
OS12_fixed,place,place,Category,Children,100
CLC06_edited,face,body,Category,Children,0
CLC06_edited,word,body,Category,Children,0
CLC06_edited,body,body,Category,Children,100
CLC06_edited,word,word,Category,Children,100
CLC06_edited,place,place,Category,Children,100
RJ09,face,body,Category,Children,0
RJ09,word,body,Category,Children,0
RJ09,body,word,Category,Children,0
ZCM05_T1w1_final_edited,mFus-faces,mFus-faces,ROI,Children,100
ZCM05_T1w1_final_edited,OTS-bodies,mFus-faces,ROI,Children,0
ZCM05_T1w1_final_edited,CoS-places,CoS-places,ROI,Children,100
MEC05_T1w1_Final2_edited,OTS-bodies,OTS-bodies,ROI,Children,100
MEC05_T1w1_Final2_edited,pFus-faces,pFus-faces,ROI,Children,100
MEC05_T1w1_Final2_edited,CoS-places,CoS-places,ROI,Children,100
RHSA06_T1w1_final_edited,mFus-faces,OTS-bodies,ROI,Children,0
RHSA06_T1w1_final_edited,mOTS-words,mOTS-words,ROI,Children,100
RHSA06_T1w1_final_edited,OTS-bodies,mOTS-words,ROI,Children,0
RHSA06_T1w1_final_edited,pFus-faces,pFus-faces,ROI,Children,100
RHSA06_T1w1_final_edited,pOTS-words,pOTS-words,ROI,Children,100
RHSA06_T1w1_final_edited,CoS-places,CoS-places,ROI,Children,100
INW06_final_edited,mFus-faces,mFus-faces,ROI,Children,100
INW06_final_edited,mOTS-words,OTS-bodies,ROI,Children,0
INW06_final_edited,OTS-bodies,OTS-bodies,ROI,Children,100
INW06_final_edited,pFus-faces,pFus-faces,ROI,Children,100
INW06_final_edited,pOTS-words,pOTS-words,ROI,Children,100
INW06_final_edited,CoS-places,CoS-places,ROI,Children,100
AlS07_edited,OTS-bodies,mOTS-words,ROI,Children,0
AlS07_edited,pFus-faces,OTS-bodies,ROI,Children,0
AlS07_edited,CoS-places,CoS-places,ROI,Children,100
SDS07_T1w1_final_edited,mOTS-words,pFus-faces,ROI,Children,0
SDS07_T1w1_final_edited,OTS-bodies,pFus-faces,ROI,Children,0
SDS07_T1w1_final_edited,pOTS-words,pFus-faces,ROI,Children,0
SDS07_T1w1_final_edited,CoS-places,pFus-faces,ROI,Children,0
SM08_edited,mFus-faces,mFus-faces,ROI,Children,100
SM08_edited,mOTS-words,pOTS-words,ROI,Children,0
SM08_edited,OTS-bodies,OTS-bodies,ROI,Children,100
SM08_edited,pFus-faces,pFus-faces,ROI,Children,100
SM08_edited,pOTS-words,pFus-faces,ROI,Children,0
SM08_edited,CoS-places,CoS-places,ROI,Children,100
MDT09_T1w1_final_edited,mFus-faces,mFus-faces,ROI,Children,100
MDT09_T1w1_final_edited,OTS-bodies,mFus-faces,ROI,Children,0
MDT09_T1w1_final_edited,pFus-faces,pFus-faces,ROI,Children,100
MDT09_T1w1_final_edited,CoS-places,CoS-places,ROI,Children,100
LEE09_T1w1_final_edited,mFus-faces,mFus-faces,ROI,Children,100
LEE09_T1w1_final_edited,mOTS-words,mOTS-words,ROI,Children,100
LEE09_T1w1_final_edited,OTS-bodies,mOTS-words,ROI,Children,0
LEE09_T1w1_final_edited,pFus-faces,pFus-faces,ROI,Children,100
LEE09_T1w1_final_edited,pOTS-words,pOTS-words,ROI,Children,100
LEE09_T1w1_final_edited,CoS-places,CoS-places,ROI,Children,100
GEJA09_T1w1_final_edited,mFus-faces,mFus-faces,ROI,Children,100
GEJA09_T1w1_final_edited,mOTS-words,OTS-bodies,ROI,Children,0
GEJA09_T1w1_final_edited,OTS-bodies,mFus-faces,ROI,Children,0
GEJA09_T1w1_final_edited,pFus-faces,mFus-faces,ROI,Children,0
GEJA09_T1w1_final_edited,pOTS-words,pFus-faces,ROI,Children,0
GEJA09_T1w1_final_edited,CoS-places,CoS-places,ROI,Children,100
DAPA10_final_edited,OTS-bodies,OTS-bodies,ROI,Children,100
DAPA10_final_edited,pFus-faces,pFus-faces,ROI,Children,100
DAPA10_final_edited,CoS-places,CoS-places,ROI,Children,100
AG10_T1w1_final_edited,mFus-faces,OTS-bodies,ROI,Children,0
AG10_T1w1_final_edited,mOTS-words,mOTS-words,ROI,Children,100
AG10_T1w1_final_edited,OTS-bodies,mOTS-words,ROI,Children,0
AG10_T1w1_final_edited,pOTS-words,pOTS-words,ROI,Children,100
AG10_T1w1_final_edited,CoS-places,CoS-places,ROI,Children,100
STM10_T1w1_final_edited,mFus-faces,mFus-faces,ROI,Children,100
STM10_T1w1_final_edited,mOTS-words,mOTS-words,ROI,Children,100
STM10_T1w1_final_edited,OTS-bodies,OTS-bodies,ROI,Children,100
STM10_T1w1_final_edited,pFus-faces,pFus-faces,ROI,Children,100
STM10_T1w1_final_edited,CoS-places,CoS-places,ROI,Children,100
SERA10_T1w1_final_edited,mFus-faces,mFus-faces,ROI,Children,100
SERA10_T1w1_final_edited,mOTS-words,mOTS-words,ROI,Children,100
SERA10_T1w1_final_edited,OTS-bodies,pFus-faces,ROI,Children,0
SERA10_T1w1_final_edited,pFus-faces,pOTS-words,ROI,Children,0
SERA10_T1w1_final_edited,pOTS-words,pOTS-words,ROI,Children,100
SERA10_T1w1_final_edited,CoS-places,CoS-places,ROI,Children,100
KW10_edited,mFus-faces,mFus-faces,ROI,Children,100
KW10_edited,mOTS-words,mFus-faces,ROI,Children,0
KW10_edited,OTS-bodies,mOTS-words,ROI,Children,0
KW10_edited,pFus-faces,pOTS-words,ROI,Children,0
KW10_edited,pOTS-words,pOTS-words,ROI,Children,100
KW10_edited,CoS-places,CoS-places,ROI,Children,100
NW10_edited,mFus-faces,mOTS-words,ROI,Children,0
NW10_edited,OTS-bodies,OTS-bodies,ROI,Children,100
NW10_edited,pFus-faces,pFus-faces,ROI,Children,100
NW10_edited,CoS-places,CoS-places,ROI,Children,100
RJM10_edited,mFus-faces,mFus-faces,ROI,Children,100
RJM10_edited,mOTS-words,mOTS-words,ROI,Children,100
RJM10_edited,OTS-bodies,mFus-faces,ROI,Children,0
RJM10_edited,pFus-faces,pFus-faces,ROI,Children,100
RJM10_edited,pOTS-words,pFus-faces,ROI,Children,0
RJM10_edited,CoS-places,CoS-places,ROI,Children,100
AyS10,mFus-faces,mFus-faces,ROI,Children,100
AyS10,mOTS-words,OTS-bodies,ROI,Children,0
AyS10,OTS-bodies,OTS-bodies,ROI,Children,100
AyS10,CoS-places,CoS-places,ROI,Children,100
CGSA11_final,mFus-faces,mOTS-words,ROI,Children,0
CGSA11_final,mOTS-words,OTS-bodies,ROI,Children,0
CGSA11_final,OTS-bodies,mOTS-words,ROI,Children,0
CGSA11_final,pFus-faces,pOTS-words,ROI,Children,0
CGSA11_final,pOTS-words,pOTS-words,ROI,Children,100
CGSA11_final,CoS-places,CoS-places,ROI,Children,100
MFC11_final_edited,mOTS-words,mFus-faces,ROI,Children,0
MFC11_final_edited,OTS-bodies,OTS-bodies,ROI,Children,100
MFC11_final_edited,pFus-faces,pFus-faces,ROI,Children,100
MFC11_final_edited,pOTS-words,pFus-faces,ROI,Children,0
MFC11_final_edited,CoS-places,CoS-places,ROI,Children,100
JTE11_T1w1_final_edited,mFus-faces,mFus-faces,ROI,Children,100
JTE11_T1w1_final_edited,mOTS-words,mFus-faces,ROI,Children,0
JTE11_T1w1_final_edited,OTS-bodies,mOTS-words,ROI,Children,0
JTE11_T1w1_final_edited,pFus-faces,pFus-faces,ROI,Children,100
JTE11_T1w1_final_edited,CoS-places,CoS-places,ROI,Children,100
JDB11_edited,mFus-faces,mFus-faces,ROI,Children,100
JDB11_edited,mOTS-words,OTS-bodies,ROI,Children,0
JDB11_edited,OTS-bodies,mFus-faces,ROI,Children,0
JDB11_edited,pFus-faces,mFus-faces,ROI,Children,0
JDB11_edited,pOTS-words,OTS-bodies,ROI,Children,0
JDB11_edited,CoS-places,CoS-places,ROI,Children,100
LL11,mFus-faces,OTS-bodies,ROI,Children,0
LL11,mOTS-words,OTS-bodies,ROI,Children,0
LL11,pOTS-words,pOTS-words,ROI,Children,100
LL11,CoS-places,CoS-places,ROI,Children,100
CS11,mFus-faces,mFus-faces,ROI,Children,100
CS11,mOTS-words,mFus-faces,ROI,Children,0
CS11,OTS-bodies,mFus-faces,ROI,Children,0
CS11,pFus-faces,pFus-faces,ROI,Children,100
CS11,pOTS-words,pOTS-words,ROI,Children,100
CS11,CoS-places,CoS-places,ROI,Children,100
OS12_fixed,mFus-faces,mFus-faces,ROI,Children,100
OS12_fixed,OTS-bodies,mFus-faces,ROI,Children,0
OS12_fixed,pFus-faces,mFus-faces,ROI,Children,0
OS12_fixed,pOTS-words,mFus-faces,ROI,Children,0
OS12_fixed,CoS-places,CoS-places,ROI,Children,100
CLC06_edited,mFus-faces,mFus-faces,ROI,Children,100
CLC06_edited,mOTS-words,mFus-faces,ROI,Children,0
CLC06_edited,OTS-bodies,OTS-bodies,ROI,Children,100
CLC06_edited,pOTS-words,pOTS-words,ROI,Children,100
CLC06_edited,CoS-places,CoS-places,ROI,Children,100
RJ09,mFus-faces,mFus-faces,ROI,Children,100
RJ09,mOTS-words,mFus-faces,ROI,Children,0
RJ09,OTS-bodies,mOTS-words,ROI,Children,0
KG22_edited,FG4,FG4,Cytoarchitecture,Adults,100
KG22_edited,FG4,FG4,Cytoarchitecture,Adults,100
KG22_edited,FG4,FG4,Cytoarchitecture,Adults,100
KG22_edited,FG2,FG4,Cytoarchitecture,Adults,0
KG22_edited,FG3,FG3,Cytoarchitecture,Adults,100
CS22_edited,FG4,FG4,Cytoarchitecture,Adults,100
CS22_edited,FG4,FG4,Cytoarchitecture,Adults,100
CS22_edited,FG4,FG4,Cytoarchitecture,Adults,100
CS22_edited,FG2,FG2,Cytoarchitecture,Adults,100
CS22_edited,FG2,FG4,Cytoarchitecture,Adults,0
CS22_edited,FG3,FG3,Cytoarchitecture,Adults,100
JH22_edited,FG4,FG4,Cytoarchitecture,Adults,100
JH22_edited,FG4,FG4,Cytoarchitecture,Adults,100
JH22_edited,FG4,FG4,Cytoarchitecture,Adults,100
JH22_edited,FG2,FG2,Cytoarchitecture,Adults,100
JH22_edited,FG2,FG4,Cytoarchitecture,Adults,0
JH22_edited,FG3,FG3,Cytoarchitecture,Adults,100
MJW22,FG4,FG4,Cytoarchitecture,Adults,100
MJW22,FG4,FG4,Cytoarchitecture,Adults,100
MJW22,FG2,FG2,Cytoarchitecture,Adults,100
MJW22,FG2,FG2,Cytoarchitecture,Adults,100
MJW22,FG3,FG3,Cytoarchitecture,Adults,100
natalia,FG4,FG4,Cytoarchitecture,Adults,100
natalia,FG4,FG4,Cytoarchitecture,Adults,100
natalia,FG2,FG2,Cytoarchitecture,Adults,100
natalia,FG2,FG2,Cytoarchitecture,Adults,100
natalia,FG3,FG3,Cytoarchitecture,Adults,100
ML23_edited,FG4,FG4,Cytoarchitecture,Adults,100
ML23_edited,FG4,FG4,Cytoarchitecture,Adults,100
ML23_edited,FG4,FG4,Cytoarchitecture,Adults,100
ML23_edited,FG2,FG2,Cytoarchitecture,Adults,100
ML23_edited,FG2,FG2,Cytoarchitecture,Adults,100
ML23_edited,FG3,FG3,Cytoarchitecture,Adults,100
EA23_edited,FG4,FG4,Cytoarchitecture,Adults,100
EA23_edited,FG4,FG4,Cytoarchitecture,Adults,100
EA23_edited,FG2,FG2,Cytoarchitecture,Adults,100
EA23_edited,FG3,FG3,Cytoarchitecture,Adults,100
JEW23,FG4,FG4,Cytoarchitecture,Adults,100
JEW23,FG4,FG4,Cytoarchitecture,Adults,100
JEW23,FG4,FG4,Cytoarchitecture,Adults,100
JEW23,FG2,FG4,Cytoarchitecture,Adults,0
JEW23,FG2,FG4,Cytoarchitecture,Adults,0
JEW23,FG3,FG3,Cytoarchitecture,Adults,100
GB23_edited,FG4,FG4,Cytoarchitecture,Adults,100
GB23_edited,FG4,FG4,Cytoarchitecture,Adults,100
GB23_edited,FG2,FG2,Cytoarchitecture,Adults,100
GB23_edited,FG3,FG3,Cytoarchitecture,Adults,100
JP23_edited,FG4,FG4,Cytoarchitecture,Adults,100
JP23_edited,FG4,FG4,Cytoarchitecture,Adults,100
JP23_edited,FG4,FG4,Cytoarchitecture,Adults,100
JP23_edited,FG2,FG2,Cytoarchitecture,Adults,100
JP23_edited,FG2,FG2,Cytoarchitecture,Adults,100
JP23_edited,FG3,FG3,Cytoarchitecture,Adults,100
SL23_edited,FG4,FG4,Cytoarchitecture,Adults,100
SL23_edited,FG4,FG4,Cytoarchitecture,Adults,100
SL23_edited,FG2,FG2,Cytoarchitecture,Adults,100
SL23_edited,FG2,FG2,Cytoarchitecture,Adults,100
SL23_edited,FG3,FG3,Cytoarchitecture,Adults,100
MW23_edited,FG4,FG4,Cytoarchitecture,Adults,100
MW23_edited,FG4,FG4,Cytoarchitecture,Adults,100
MW23_edited,FG4,FG4,Cytoarchitecture,Adults,100
MW23_edited,FG2,FG2,Cytoarchitecture,Adults,100
MW23_edited,FG3,FG3,Cytoarchitecture,Adults,100
LB23_T1w1_final,FG4,FG4,Cytoarchitecture,Adults,100
LB23_T1w1_final,FG4,FG4,Cytoarchitecture,Adults,100
LB23_T1w1_final,FG4,FG4,Cytoarchitecture,Adults,100
LB23_T1w1_final,FG2,FG2,Cytoarchitecture,Adults,100
LB23_T1w1_final,FG3,FG3,Cytoarchitecture,Adults,100
MBA24,FG4,FG4,Cytoarchitecture,Adults,100
MBA24,FG4,FG4,Cytoarchitecture,Adults,100
MBA24,FG4,FG4,Cytoarchitecture,Adults,100
MBA24,FG2,FG4,Cytoarchitecture,Adults,0
